"","lon","lat","pin"
"14319",-77.5239684,37.5412585,"C0040499006"
"14320",-77.4554408,37.4658449,"C0090980034"
"14321",-77.459198,37.4988249,"C0090096012"
"14322",-77.4604046,37.4984899,"C0090147014"
"14323",-77.4947806,37.4685606,"C0080939032"
"14324",-77.486818,37.5591751,"W0001602005"
"14325",-77.445815,37.522305,"S0000086008"
"14326",-77.445731,37.522992,"S0000063026"
"14327",-77.481696,37.561333,"W0001611009"
"14328",-77.4153414,37.5409232,"E0000515014"
"14329",-77.4860047,37.568195,"W0001790018"
"14330",-77.4373279,37.506987,"S0070984027"
"14331",-77.4714603,37.5500817,"W0001076024"
"14332",-77.5786209,37.5431569,"C0010877016"
"14333",-77.5318575,37.5554808,"C0040127030"
"14334",-77.4978224,37.4730471,"C0080854042"
"14335",-77.5019892,37.5124646,"C0050863012"
"14336",-77.5140387,37.5427814,"C0040427012"
"14337",-77.5857398,37.5387534,"C0011089042"
"14338",-77.528043,37.54683,"C0040457002"
"14339",-77.5458874,37.5470074,"C0020145018"
"14340",-77.427484,37.55904,"N0000340001"
"14341",-77.424526,37.532096,"E0000191008"
"14342",-77.4021923,37.5418915,"E0000952023"
"14343",-77.5213047,37.5025477,"C0051090006"
"14344",-77.48376,37.468834,"C0080948012"
"14345",-77.5075403,37.5050744,"C0051067014"
"14346",-77.5135731,37.5039562,"C0050992025"
"14347",-77.4452508,37.5692606,"N0000864014"
"14348",-77.4938348,37.5065877,"C0060518034"
"14349",-77.4912584,37.5069064,"C0060518047"
"14350",-77.4195672,37.5376388,"E0000328017"
"14351",-77.4155652,37.5322092,"E0000436006"
"14352",-77.410555,37.5309283,"E0000728014"
"14353",-77.4173502,37.5323021,"E0000384020"
"14354",-77.418735,37.529945,"E0000439002"
"14355",-77.5465447,37.5432315,"C0020176012"
"14356",-77.5843069,37.5406457,"C0011004046"
"14357",-77.5082912,37.5266275,"C0050371038"
"14358",-77.4816888,37.4818637,"C0080301010"
"14359",-77.4833945,37.4818411,"C0080342028"
"14360",-77.4730429,37.4813463,"C0090526026"
"14361",-77.4635584,37.4989668,"C0090093036"
"14362",-77.454697,37.4977069,"C0090150002"
"14363",-77.4936555,37.4948786,"C0070176025"
"14364",-77.4894997,37.4804748,"C0080460016"
"14365",-77.4858142,37.4632664,"C0081107003"
"14366",-77.447876,37.5505232,"N0000240026"
"14367",-77.4712951,37.4910865,"C0090320002"
"14368",-77.4257049,37.534245,"E0000131002"
"14369",-77.4328936,37.5629366,"N0000489005"
"14370",-77.5139114,37.5030025,"C0070068034"
"14371",-77.487573,37.5082442,"C0060450024"
"14372",-77.4425863,37.5617818,"N0000532008"
"14373",-77.4702426,37.563887,"N0001589021"
"14374",-77.586864,37.5340208,"C0011260008"
"14375",-77.5062632,37.4737796,"C0080848088"
"14376",-77.5792477,37.5394514,"C0011050012"
"14377",-77.5414536,37.5466572,"C0040524004"
"14378",-77.531335,37.5453331,"C0040533011"
"14379",-77.518765,37.52655,"C0050222010"
"14380",-77.5133685,37.5358253,"C0040631002"
"14381",-77.5162702,37.5408847,"C0040506022"
"14382",-77.5059653,37.5212253,"C0050510004"
"14383",-77.4980017,37.489724,"C0070261048"
"14384",-77.5266429,37.5456853,"C0040457014"
"14385",-77.4190842,37.5363171,"E0000253005"
"14386",-77.4140076,37.5338819,"E0000434006"
"14387",-77.5062802,37.4758807,"C0080850012"
"14388",-77.4962543,37.4688578,"C0080940015"
"14389",-77.4909127,37.4620637,"C0081182018"
"14390",-77.4798462,37.5557951,"W0001408041"
"14391",-77.4663094,37.5541351,"W0001002016"
"14392",-77.459874,37.555461,"W0000821036"
"14393",-77.466498,37.554435,"W0001002009"
"14394",-77.4719557,37.5555757,"W0001165021"
"14395",-77.4801417,37.5572264,"W0001460030"
"14396",-77.4735761,37.5556661,"W0001204023"
"14397",-77.4557009,37.5453461,"W0000399016"
"14398",-77.46742,37.566184,"N0001503030"
"14399",-77.4503332,37.6019469,"N0170026002"
"14400",-77.5200703,37.5388453,"C0040544164"
"14401",-77.466178,37.574596,"N0001316038"
"14402",-77.4658556,37.5664469,"N0001396022"
"14403",-77.5247324,37.5380726,"C0040660042"
"14404",-77.442551,37.56178,"N0000532010"
"14405",-77.4583093,37.5609184,"N0001005057"
"14406",-77.4681979,37.5456928,"W0000893011"
"14407",-77.4804862,37.5655846,"W0001622002"
"14408",-77.4785946,37.5535083,"W0001358011"
"14409",-77.401679,37.535218,"E0001102033"
"14410",-77.467858,37.556883,"W0001085009"
"14411",-77.4712909,37.550572,"W0001076016"
"14412",-77.489504,37.569028,"W0001916010"
"14413",-77.4802729,37.5585994,"W0001462020"
"14414",-77.4810756,37.5035078,"C0060289006"
"14415",-77.4523817,37.4787585,"C0090646052"
"14416",-77.4626922,37.4973808,"C0090172004"
"14417",-77.4629237,37.4989938,"C0090094006"
"14418",-77.470354,37.5005426,"C0060161020"
"14419",-77.4967583,37.5189478,"C0050692016"
"14420",-77.5724869,37.5392648,"C0011013002"
"14421",-77.5170867,37.536879,"C0040667006"
"14422",-77.5035573,37.4747278,"C0080848118"
"14423",-77.583419,37.5367811,"C0011219008"
"14424",-77.5382769,37.549698,"C0040527018"
"14425",-77.4966127,37.5337034,"C0050170016"
"14426",-77.4964335,37.4675228,"C0080940005"
"14427",-77.5325406,37.5474682,"C0040450006"
"14428",-77.5109046,37.496684,"C0070161012"
"14429",-77.5192369,37.5273506,"C0050222004"
"14430",-77.4685542,37.5645553,"N0001503011"
"14431",-77.4225151,37.5341958,"E0000188011"
"14432",-77.4578587,37.5607459,"N0001005047"
"14433",-77.4550356,37.521968,"S0000424007"
"14434",-77.4507799,37.5227233,"S0000203012"
"14435",-77.4313582,37.5028302,"S0071237005"
"14436",-77.4866656,37.5100848,"C0051049004"
"14437",-77.4435855,37.5624905,"N0000478001"
"14438",-77.469275,37.55769,"W0001127005"
"14439",-77.4558442,37.5523957,"W0000614010"
"14440",-77.4767671,37.5565395,"W0001361015"
"14441",-77.4806393,37.5519978,"W0001354001"
"14442",-77.4657652,37.5080102,"S0002002001"
"14443",-77.4695413,37.555592,"W0001083001"
"14444",-77.462134,37.552963,"W0000818001"
"14445",-77.4562461,37.5491964,"W0000459002"
"14446",-77.4864452,37.5589312,"W0001602009"
"14447",-77.5048293,37.568254,"W0190272014"
"14448",-77.4328729,37.572706,"N0000974002"
"14449",-77.4714184,37.5501345,"W0001076055"
"14450",-77.4465539,37.5205261,"S0000153015"
"14451",-77.446505,37.544708,"W0000146018"
"14452",-77.4762247,37.5618491,"W0001414032"
"14453",-77.4677314,37.5568452,"W0001085010"
"14454",-77.499973,37.5303734,"C0050200002"
"14455",-77.4106624,37.5284815,"E0000810009"
"14456",-77.420094,37.5364967,"E0000252018"
"14457",-77.4158123,37.5359784,"E0000333027"
"14458",-77.4545332,37.4793179,"C0090618027"
"14459",-77.4984945,37.531445,"C0050168026"
"14460",-77.4969711,37.4692628,"C0080940031"
"14461",-77.499973,37.5292664,"C0050307024"
"14462",-77.4985528,37.5290823,"C0050342002"
"14463",-77.4992562,37.5275495,"C0050342046"
"14464",-77.524478,37.5408672,"C0040537040"
"14465",-77.5120263,37.539364,"C0040470006"
"14466",-77.481154,37.5046953,"C0060254018"
"14467",-77.4729533,37.4973762,"C0060264028"
"14468",-77.4637034,37.5005636,"C0090066032"
"14469",-77.4594465,37.4807411,"C0090590018"
"14470",-77.4553335,37.5649144,"N0001014021"
"14471",-77.4360877,37.5216889,"S0000179001"
"14472",-77.4465211,37.5051148,"S0000645034"
"14473",-77.4846716,37.5068156,"C0060286008"
"14474",-77.491882,37.506533,"C0060518042"
"14475",-77.476895,37.485971,"C0060611036"
"14476",-77.4463978,37.564114,"N0000629038"
"14477",-77.4444099,37.5640909,"N0000629010"
"14478",-77.5425733,37.5489904,"C0040483048"
"14479",-77.409311,37.5343505,"E0000570050"
"14480",-77.5842621,37.5362944,"C0011219022"
"14481",-77.5164613,37.4891476,"C0070400072"
"14482",-77.4913256,37.466196,"C0081062001"
"14483",-77.5031092,37.4987213,"C0060894012"
"14484",-77.5485298,37.5473304,"C0020143012"
"14485",-77.5771753,37.5441077,"C0010879017"
"14486",-77.4262026,37.5613449,"N0000454023"
"14487",-77.4686673,37.5605508,"W0001170031"
"14488",-77.4801518,37.565412,"W0001622004"
"14489",-77.4915048,37.5736508,"W0002030009"
"14490",-77.4923143,37.5699406,"W0001992021"
"14491",-77.4375446,37.507146,"S0070984026"
"14492",-77.4774236,37.5631956,"W0001474026"
"14493",-77.448223,37.520712,"S0000154001"
"14494",-77.4778093,37.5550793,"W0001360026"
"14495",-77.45844,37.548177,"W0000527028"
"14496",-77.4769865,37.5525868,"W0001243033"
"14497",-77.4602702,37.5509554,"W0000664001"
"14498",-77.466727,37.5525019,"W0000948031"
"14499",-77.4757373,37.5543061,"W0001245016"
"14500",-77.4567742,37.5481615,"W0000457008"
"14501",-77.4440347,37.5221021,"S0000061010"
"14502",-77.4129805,37.53441,"E0000479023"
"14503",-77.4149965,37.5328861,"E0000435013"
"14504",-77.506209,37.4954423,"C0070166189"
"14505",-77.5864447,37.544348,"C0010872002"
"14506",-77.58565,37.5519816,"C0010527048"
"14507",-77.58903,37.5428234,"C0010912024"
"14508",-77.4119725,37.5374533,"E0000474016"
"14509",-77.4141107,37.5423447,"E0000557001"
"14510",-77.495627,37.5152691,"C0050762008"
"14511",-77.507735,37.5192414,"C0050578006"
"14512",-77.5554914,37.5469388,"C0010682006"
"14513",-77.5307041,37.5516172,"C0040291002"
"14514",-77.5306529,37.5495732,"C0040332008"
"14515",-77.5057646,37.4754989,"C0080848002"
"14516",-77.4898933,37.4723135,"C0080740030"
"14517",-77.4987168,37.4653269,"C0081020002"
"14518",-77.4420946,37.5635689,"N0000442017"
"14519",-77.4257991,37.5313832,"E0000192001"
"14520",-77.4625412,37.5773462,"N0001320024"
"14521",-77.445008,37.568537,"N0000761003"
"14522",-77.4707038,37.4920433,"C0090374002"
"14523",-77.491012,37.5069005,"C0060518046"
"14524",-77.4366646,37.5718988,"N0000971016"
"14525",-77.47908,37.506731,"C0060154004"
"14526",-77.457581,37.4956846,"C0090202042"
"14527",-77.4692639,37.5010438,"C0060161030"
"14528",-77.5869483,37.5542925,"C0010527034"
"14529",-77.5171651,37.5292715,"C0050259044"
"14530",-77.5002251,37.533494,"C0050097014"
"14531",-77.4987633,37.4666231,"C0081054018"
"14532",-77.5254344,37.5420142,"C0040537028"
"14533",-77.4545786,37.4624899,"C0091085012"
"14534",-77.51637,37.5394262,"C0040507015"
"14535",-77.5070854,37.4746437,"C0080848022"
"14536",-77.507735,37.4767238,"C0080850003"
"14537",-77.4735807,37.4691361,"C0080714016"
"14538",-77.4632282,37.4624033,"C0090971034"
"14539",-77.5401548,37.5418039,"C0030044010"
"14540",-77.540737,37.5392011,"C0030061016"
"14541",-77.5408266,37.5416706,"C0030061052"
"14542",-77.472683,37.551344,"W0001117009"
"14543",-77.4777318,37.5550691,"W0001360025"
"14544",-77.469555,37.552162,"W0001039023"
"14545",-77.4383964,37.503957,"S0071082017"
"14546",-77.4730386,37.5627014,"W0001370007"
"14547",-77.4793154,37.5551232,"W0001407024"
"14548",-77.450548,37.6010739,"N0170080020"
"14549",-77.4665784,37.5566628,"W0001086015"
"14550",-77.4788686,37.5182705,"S0002792007"
"14551",-77.4591049,37.5491908,"W0000608009"
"14552",-77.4723581,37.5558161,"W0001165026"
"14553",-77.476502,37.5533,"W0001244026"
"14554",-77.4575518,37.5534031,"W0000735025"
"14555",-77.4556489,37.54636,"W0000450019"
"14556",-77.4558996,37.544945,"W0000399022"
"14557",-77.457604,37.547353,"W0000451005"
"14558",-77.4079772,37.534849,"E0000628026"
"14559",-77.4209907,37.5341136,"E0000223010"
"14560",-77.4137672,37.5297084,"E0000576014"
"14561",-77.420057,37.529386,"E0000388002"
"14562",-77.416117,37.529504,"E0000531028"
"14563",-77.415699,37.529912,"E0000530025"
"14564",-77.4801681,37.4919973,"C0060571026"
"14565",-77.581755,37.537996,"C0011089004"
"14566",-77.4866656,37.5000363,"C0060493015"
"14567",-77.4861839,37.501492,"C0060493007"
"14568",-77.492373,37.494347,"C0070176039"
"14569",-77.5012889,37.4920279,"C0070201002"
"14570",-77.4862175,37.4982245,"C0060528003"
"14571",-77.5714783,37.5399318,"C0011014003"
"14572",-77.5110698,37.5288067,"C0050228005"
"14573",-77.5147848,37.5348972,"C0040670028"
"14574",-77.5118495,37.5046858,"C0050992008"
"14575",-77.4687183,37.5637272,"N0001481042"
"14576",-77.4190981,37.5719583,"N0001058011"
"14577",-77.4667078,37.5763242,"N0001317014"
"14578",-77.4309547,37.5807442,"N0160137019"
"14579",-77.4444703,37.5594401,"N0000476015"
"14580",-77.422459,37.534323,"E0000188008"
"14581",-77.4712853,37.490545,"C0090320006"
"14582",-77.483036,37.5053483,"C0060286040"
"14583",-77.4731774,37.496785,"C0060298016"
"14584",-77.4760006,37.4743605,"C0080510056"
"14585",-77.4789134,37.4723341,"C0080669060"
"14586",-77.4756869,37.4739166,"C0080591020"
"14587",-77.4601357,37.4956309,"C0090199056"
"14588",-77.5010035,37.5231032,"C0050479018"
"14589",-77.5002867,37.5189258,"C0050618032"
"14590",-77.5871794,37.5530003,"C0010526020"
"14591",-77.5907984,37.5501922,"C0010566016"
"14592",-77.5051701,37.4959884,"C0070166213"
"14593",-77.5856052,37.5352481,"C0011260054"
"14594",-77.5782627,37.5466038,"C0010793004"
"14595",-77.4545332,37.4788256,"C0090618024"
"14596",-77.4906087,37.4662013,"C0081062003"
"14597",-77.5083612,37.4734741,"C0080848097"
"14598",-77.4187602,37.56591,"N0000809015"
"14599",-77.44593,37.523192,"S0000063028"
"14600",-77.4804558,37.5595239,"W0001515016"
"14601",-77.4781099,37.5500121,"W0001240036"
"14602",-77.425808,37.5623627,"N0000454059"
"14603",-77.468539,37.5605116,"W0001170028"
"14604",-77.4263819,37.561733,"N0000454052"
"14605",-77.484399,37.559558,"W0001604025"
"14606",-77.465535,37.550067,"W0000900012"
"14607",-77.4763494,37.5624772,"W0001414005"
"14608",-77.4593312,37.5480245,"W0000607017"
"14609",-77.4766015,37.5546543,"W0001284015"
"14610",-77.4581197,37.5488138,"W0000527006"
"14611",-77.461132,37.55552,"W0000862007"
"14612",-77.4658498,37.5535731,"W0000950028"
"14613",-77.466817,37.551198,"W0000946021"
"14614",-77.4042326,37.5322135,"E0000965001"
"14615",-77.4556089,37.480295,"C0090618061"
"14616",-77.409484,37.5385496,"E0000562011"
"14617",-77.4018552,37.5338028,"E0001104032"
"14618",-77.5161908,37.5377261,"C0040587008"
"14619",-77.4094554,37.529704,"E0000809004"
"14620",-77.420416,37.5372399,"E0000252002"
"14621",-77.4119114,37.5324785,"E0000573045"
"14622",-77.5054656,37.505347,"C0051067003"
"14623",-77.4477401,37.5592006,"N0000680001"
"14624",-77.4681,37.5654689,"N0001503025"
"14625",-77.4736479,37.5731074,"N0001798004"
"14626",-77.4680036,37.5674246,"N0001596002"
"14627",-77.4043447,37.54196,"E0000951047"
"14628",-77.3929322,37.5156204,"E0110223014"
"14629",-77.4452073,37.4824249,"S0080557001"
"14630",-77.5161796,37.5353163,"C0040708012"
"14631",-77.5311073,37.5511274,"C0040291050"
"14632",-77.5412968,37.5446931,"C0040644054"
"14633",-77.5048565,37.5146991,"C0050719010"
"14634",-77.5064694,37.5194237,"C0050615042"
"14635",-77.475911,37.4980627,"C0060329020"
"14636",-77.4738496,37.4998513,"C0060227022"
"14637",-77.4882787,37.5052541,"C0060420040"
"14638",-77.4978672,37.5302708,"C0050168036"
"14639",-77.488598,37.479634,"C0080460030"
"14640",-77.4793615,37.4681968,"C0080829016"
"14641",-77.4769865,37.4718813,"C0080671004"
"14642",-77.507455,37.4858948,"C0070438021"
"14643",-77.5242092,37.5482995,"C0040377006"
"14644",-77.4851864,37.5060301,"C0060354028"
"14645",-77.4734014,37.4979985,"C0060263004"
"14646",-77.4897125,37.4850208,"C0080257040"
"14647",-77.5830869,37.5453029,"C0010746026"
"14648",-77.512159,37.4962849,"C0070191010"
"14649",-77.5446782,37.5411387,"C0030057014"
"14650",-77.5436034,37.542213,"C0030023002"
"14651",-77.546604,37.5352351,"C0030147010"
"14652",-77.5135141,37.5431691,"C0040348010"
"14653",-77.4913256,37.4817884,"C0080418004"
"14654",-77.4672349,37.5481418,"W0000896006"
"14655",-77.4823098,37.5602002,"W0001607013"
"14656",-77.4266957,37.561439,"N0000454026"
"14657",-77.474981,37.550859,"W0001158003"
"14658",-77.4714002,37.550256,"W0001076021"
"14659",-77.4824779,37.5607721,"W0001611033"
"14660",-77.4799889,37.5653266,"W0001622005"
"14661",-77.4617253,37.5493206,"W0000730021"
"14662",-77.4578236,37.5472176,"W0000451031"
"14663",-77.467915,37.553714,"W0001040015"
"14664",-77.4715545,37.5623045,"W0001292033"
"14665",-77.466342,37.55035,"W0000900003"
"14666",-77.470018,37.5490939,"W0000992003"
"14667",-77.4639446,37.5528237,"W0000906018"
"14668",-77.4564069,37.5449289,"W0000399032"
"14669",-77.4774698,37.5531159,"W0001282009"
"14670",-77.5759793,37.5552571,"C0010362015"
"14671",-77.5833667,37.5505908,"C0010616006"
"14672",-77.5869483,37.5511357,"C0010525042"
"14673",-77.4894885,37.5054658,"C0060419008"
"14674",-77.5139173,37.5456103,"C0040306012"
"14675",-77.5826504,37.5333755,"C0011348016"
"14676",-77.5208048,37.5490833,"C0040259008"
"14677",-77.411243,37.53613,"E0000477034"
"14678",-77.4457686,37.5642961,"N0000629042"
"14679",-77.4307082,37.5156156,"S0000385017"
"14680",-77.4729971,37.5595825,"W0001249001"
"14681",-77.4443359,37.4831241,"S0080525004"
"14682",-77.448287,37.5077602,"S0070875008"
"14683",-77.4448626,37.5677106,"N0000690002"
"14684",-77.448397,37.551222,"N0000351029"
"14685",-77.4704549,37.5016506,"C0060159024"
"14686",-77.484108,37.5000179,"C0060460005"
"14687",-77.4967023,37.4980353,"C0060726046"
"14688",-77.4838428,37.5022768,"C0060360002"
"14689",-77.5084198,37.5104394,"C0050856023"
"14690",-77.508799,37.5184838,"C0050613061"
"14691",-77.5071526,37.494611,"C0070166082"
"14692",-77.4909672,37.4952879,"C0060698014"
"14693",-77.4841451,37.4980536,"C0060497007"
"14694",-77.4720906,37.4790184,"C0090604015"
"14695",-77.4844513,37.4640526,"C0081028036"
"14696",-77.506167,37.5274797,"C0050302042"
"14697",-77.4700189,37.4766059,"C0080435004"
"14698",-77.4713848,37.489086,"C0090372056"
"14699",-77.46185,37.4985734,"C0090121008"
"14700",-77.4576258,37.4959355,"C0090202044"
"14701",-77.5248802,37.5192357,"C0050530036"
"14702",-77.490295,37.4660857,"C0081062004"
"14703",-77.497464,37.4723932,"C0080815024"
"14704",-77.5781956,37.5541197,"C0010403032"
"14705",-77.5423493,37.5511392,"C0040483034"
"14706",-77.5806916,37.543531,"C0010918018"
"14707",-77.5729335,37.5436639,"C0010880006"
"14708",-77.5261017,37.5473848,"C0040377036"
"14709",-77.4226608,37.5599387,"N0000507021B"
"14710",-77.4665657,37.5567563,"W0001086016"
"14711",-77.469768,37.555695,"W0001124013"
"14712",-77.4735454,37.5635475,"W0001372013"
"14713",-77.477884,37.56614,"W0001523036"
"14714",-77.41394,37.540179,"E0000516008"
"14715",-77.4726646,37.5507104,"W0001117020"
"14716",-77.449064,37.516685,"S0000294018"
"14717",-77.4633939,37.554747,"W0000952027"
"14718",-77.4684597,37.5520671,"W0000998035"
"14719",-77.461269,37.551891,"W0000733030"
"14720",-77.456189,37.549128,"W0000459003"
"14721",-77.4609147,37.5100596,"S0001342002"
"14722",-77.4744664,37.5612696,"W0001368027"
"14723",-77.4584833,37.5545848,"W0000736061"
"14724",-77.4502242,37.5394585,"W0000120027"
"14725",-77.5544631,37.5560021,"C0010294016"
"14726",-77.5768748,37.5452261,"C0010793014"
"14727",-77.5323614,37.5422426,"C0040654030"
"14728",-77.408947,37.529514,"E0000883026"
"14729",-77.4192422,37.5344989,"E0000257002"
"14730",-77.4128174,37.5406014,"E0000559023"
"14731",-77.4107031,37.5382843,"E0000520024"
"14732",-77.4362656,37.5188383,"S0000273001"
"14733",-77.4333797,37.4981604,"S0071337005"
"14734",-77.448904,37.507406,"S0070874008"
"14735",-77.5266952,37.5380498,"C0040660056"
"14736",-77.4513412,37.5091455,"S0070772002"
"14737",-77.442218,37.4614685,"S0090505003"
"14738",-77.4362784,37.5181961,"S0000274012"
"14739",-77.4481684,37.5167771,"S0000239001"
"14740",-77.4978224,37.4970477,"C0060760008"
"14741",-77.4902614,37.4810487,"C0080418058"
"14742",-77.4895333,37.4943549,"C0060666002"
"14743",-77.4945517,37.4765949,"C0080694022"
"14744",-77.4876962,37.4826303,"C0080379004"
"14745",-77.4905191,37.4862559,"C0080255032"
"14746",-77.47972,37.4926876,"C0060468004"
"14747",-77.4754965,37.4916501,"C0060472006"
"14748",-77.4572224,37.4823555,"C0090564030"
"14749",-77.4089676,37.5422669,"E0000782013"
"14750",-77.4822854,37.5039656,"C0060288014"
"14751",-77.5008691,37.5334214,"C0050097026"
"14752",-77.4997042,37.5291146,"C0050307025"
"14753",-77.500197,37.4716599,"C0080853014"
"14754",-77.4720122,37.4994491,"C0060195010"
"14755",-77.487965,37.4915205,"C0080135038"
"14756",-77.5501751,37.5418382,"C0020194020"
"14757",-77.550142,37.5401637,"C0020216002"
"14758",-77.5164678,37.527698,"C0050259006"
"14759",-77.5815311,37.5411294,"C0011004022"
"14760",-77.5833667,37.5356661,"C0011262010"
"14761",-77.5359894,37.544188,"C0040651004"
"14762",-77.4996594,37.5129533,"C0050864005"
"14763",-77.507683,37.521625,"C0050475003"
"14764",-77.484317,37.559528,"W0001604026"
"14765",-77.4854491,37.5591514,"W0001604040"
"14766",-77.4184912,37.5343666,"E0000295017"
"14767",-77.4333756,37.5792845,"N0160159014"
"14768",-77.467882,37.556661,"W0001085013"
"14769",-77.4261039,37.5612373,"N0000454022"
"14770",-77.474829,37.552675,"W0001202018"
"14771",-77.4685982,37.5605097,"W0001170030"
"14772",-77.4119854,37.5404974,"E0000559015"
"14773",-77.5334364,37.5420704,"C0040653012"
"14774",-77.5220206,37.5214943,"C0050464016"
"14775",-77.5030014,37.4797269,"C0080610032"
"14776",-77.5055779,37.4943877,"C0070166150"
"14777",-77.4156665,37.5404972,"E0000468003"
"14778",-77.4707126,37.4938953,"C0060302016"
"14779",-77.4193767,37.5356201,"E0000254006"
"14780",-77.4641259,37.54781,"W0000810043"
"14781",-77.4353929,37.5193796,"S0000272001"
"14782",-77.4645862,37.5736908,"N0001601005"
"14783",-77.4558603,37.5617151,"N0001007023"
"14784",-77.466471,37.4898704,"N0001586029"
"14785",-77.4663878,37.5757693,"N0001317007"
"14786",-77.434048,37.5196858,"S0000271010"
"14787",-77.4478322,37.5077812,"S0070875013"
"14788",-77.4191637,37.538866,"E0000327042"
"14789",-77.4712446,37.5505128,"W0001076017"
"14790",-77.4747016,37.5526014,"W0001202016"
"14791",-77.4505037,37.6009442,"N0170080021"
"14792",-77.464304,37.555321,"W0000952041"
"14793",-77.4427446,37.5059832,"S0000763018"
"14794",-77.4879195,37.5661873,"W0001782007"
"14795",-77.473695,37.5636334,"W0001372015"
"14796",-77.4607968,37.4987474,"C0090121026"
"14797",-77.535556,37.556963,"C0040165012"
"14798",-77.5000626,37.5223054,"C0050479064"
"14799",-77.5036917,37.5192904,"C0050618008"
"14800",-77.4992002,37.5190658,"C0050621022"
"14801",-77.499973,37.5228698,"C0050446002"
"14802",-77.4602831,37.4994684,"C0090096024"
"14803",-77.5208048,37.5182096,"C0050533012"
"14804",-77.5089838,37.5229785,"C0050438020"
"14805",-77.5046508,37.4750088,"C0080848064"
"14806",-77.5235928,37.5207289,"C0050462022"
"14807",-77.5454396,37.5502392,"C0020103048"
"14808",-77.5297187,37.5520858,"C0040250022"
"14809",-77.5842621,37.5479801,"C0010700050"
"14810",-77.5135282,37.5406398,"C0040428012"
"14811",-77.4831705,37.4795195,"C0080424116"
"14812",-77.525701,37.544063,"C0040457055"
"14813",-77.5767964,37.5427475,"C0010880058"
"14814",-77.4044905,37.5363914,"E0000721002"
"14815",-77.4122175,37.5352552,"E0000478036"
"14816",-77.4806162,37.491266,"C0060571014"
"14817",-77.5806133,37.5553608,"C0010403005"
"14818",-77.5310177,37.5570204,"C0040007004"
"14819",-77.4997546,37.4705854,"C0080935006"
"14820",-77.4769865,37.4926816,"C0060436001"
"14821",-77.4790478,37.491508,"C0060538054"
"14822",-77.4725612,37.4978366,"C0060264002"
"14823",-77.4897125,37.5026188,"C0060455002"
"14824",-77.5016934,37.4923207,"C0070200050"
"14825",-77.4857694,37.4792647,"C0080462004"
"14826",-77.4995698,37.4947736,"C0070141046"
"14827",-77.4953582,37.4739322,"C0080735034"
"14828",-77.4132585,37.5340343,"E0000479029"
"14829",-77.488682,37.5748232,"W0001999019"
"14830",-77.4777179,37.5504902,"W0001240044"
"14831",-77.4439458,37.5492277,"N0000181001B"
"14832",-77.4465996,37.5093995,"S0000460003"
"14833",-77.471605,37.5509569,"W0001076008"
"14834",-77.4654095,37.5177635,"S0001238012"
"14835",-77.465757,37.554248,"W0000950002"
"14836",-77.4454894,37.542735,"W0000102024"
"14837",-77.4004211,37.5420486,"E0000953022"
"14838",-77.4670153,37.5778852,"N0001873035"
"14839",-77.4333027,37.518432,"S0000321017"
"14840",-77.4702151,37.5647022,"N0001590020"
"14841",-77.4481235,37.5064797,"S0070925001"
"14842",-77.4842459,37.4686793,"C0080948008"
"14843",-77.4489118,37.516942,"S0000241019"
"14844",-77.5844984,37.536915,"C0011219002"
"14845",-77.5861313,37.5353758,"C0011260028"
"14846",-77.5291812,37.5436246,"C0040575002"
"14847",-77.5290468,37.5424624,"C0040576005"
"14848",-77.5825161,37.5484504,"C0010746046"
"14849",-77.5121217,37.512319,"C0050749011"
"14850",-77.5037813,37.5133536,"C0050861084"
"14851",-77.518845,37.5484331,"C0040301022"
"14852",-77.4951789,37.4682912,"C0080940042"
"14853",-77.405984,37.532374,"E0000879021"
"14854",-77.4157479,37.534144,"E0000382018"
"14855",-77.5006156,37.5307978,"C0050201006"
"14856",-77.4915945,37.4635163,"C0081182006"
"14857",-77.512159,37.5402876,"C0040429030"
"14858",-77.5426181,37.5388279,"C0030095064"
"14859",-77.5436959,37.5393163,"C0030095078"
"14860",-77.4540099,37.5188488,"S0000418015"
"14861",-77.3940981,37.5152543,"E0110223008"
"14862",-77.4624118,37.5628844,"N0001396010"
"14863",-77.4440893,37.5693356,"N0000866018"
"14864",-77.466471,37.4898704,"N0001781022"
"14865",-77.4554683,37.5200772,"S0000491024"
"14866",-77.434359,37.522021,"S0000177006"
"14867",-77.4342129,37.4955415,"S0071634037"
"14868",-77.4988305,37.5308045,"C0050168048"
"14869",-77.480533,37.46551,"C0080829070"
"14870",-77.5063238,37.5265534,"C0050302022"
"14871",-77.5005555,37.5188726,"C0050618030"
"14872",-77.4836522,37.4819405,"C0080342024"
"14873",-77.4820502,37.4819841,"C0080301012"
"14874",-77.467419,37.484878,"C0090449008"
"14875",-77.4740288,37.4993374,"C0060261012"
"14876",-77.546604,37.5444191,"C0020176009"
"14877",-77.5432003,37.537824,"C0030095092"
"14878",-77.5038368,37.4899205,"C0070320012"
"14879",-77.5046213,37.4986268,"C0060927014"
"14880",-77.5153194,37.543497,"C0040386014"
"14881",-77.579785,37.5337678,"C0011266046"
"14882",-77.5403787,37.5583482,"C0020015012"
"14883",-77.4753732,37.4996457,"C0060295016"
"14884",-77.4996146,37.4736903,"C0080853002"
"14885",-77.5267624,37.5416443,"C0040618010"
"14886",-77.5175872,37.5410753,"C0040505006"
"14887",-77.5749943,37.5397778,"C0011053034"
